text39292;"""Kagome suddenly drew herself away from making lunch, turned around, wiped her hands with a towel, and looked admonishingly at me."""
text39293;"""You know, Niko-san, if you ever want to compliment a girl, don't say anything like that."""
text39294;"""Yeah, and you're an expert on compliments."""
text39295;"""I laughed for no reason."""
text39296;"""Maybe I was different when I lived in Shirokan, what would you know?"""
text39297;"""Were you?"""
text39298;"""What if?"""
text39299;"""The water boiled, so she had to go back to cooking."""
text39300;"""It was hard for me to imagine that Kagome used to be different."""
text39301;"""We often smirk when we hear something along the lines of \""I was slim when I was young\""."""
text39302;"""Could you ever imagine <i>that</i> fat slob as a fit young man?"""
text39303;"""Could I imagine Kagome as a talkative, friendly, cheerful girl?"""
text39304;"""And, most importantly, could she have changed so radically in only a couple years?"""
text39305;"""On the other hand, if it was true, then I could somewhat better understand her dislike for Ellie."""
text39306;"""Maybe Kagome believed that she had been blatantly robbed of something that was hers by right."""
text39307;"""Do you miss it?"""
text39308;"""What?"""
text39309;"""Shirokan, those times…"""
text39310;"""Nostalgia is counterproductive."""
text39311;"""Do you only do things that are productive?"""
text39312;"""She accidentally knocked down a plate at the edge of the table, sending it to shatter across the floor."""
text39313;"""Ah, I'll clean it up!"""
text39314;"""You know, we have a saying that broken dishes are good luck."""
text39315;"""And we say that a broken plate is a loss."""
text39316;"""She bent over to pick up the fragments and grumbled:"""
text39317;"""Your place is so dirty, Niko-kun. Seriously, it feels like you're living in a stable!"""
text39318;"""I really wasn't a fan of cleaning, not to mention the honor of it normally fell to Himitsu, but I still wouldn't say that it was fair to compare my house to a stable."""
text39319;"""May I clean up after dinner?"""
text39320;"""<i>May you</i>?"""
text39321;"""I repeated, as if making sure I'd heard her correctly."""
text39322;"""So I can say no?"""
text39323;"""It's your house."""
text39324;"""Kagome scoffed with discontent."""
text39325;"""Alright. <i>You may</i>. But I'll help."""
text39326;"""As long as you're out of my way."""
text39327;"""She smiled."""
text39328;"""…"""
text39329;"""We ate then started to clean the house."""
text39330;"""We spent a while searching for the vacuum cleaner since I didn't actually know where Himitsu kept it."""
text39331;"""Have you been living here long?"""
text39332;"""My entire life… Since I moved to Japan."""
text39333;"""And you don't remember where anything is in your own house?"""
text39334;"""She frowned."""
text39335;"""Well, you see, I don't do all this stuff myself often…"""
text39336;"""So you have servants, too?"""
text39337;"""Something like that."""
text39338;"""I tried to finish the unpleasant conversation as quickly as possible."""
text39339;"""Cleaning took a lot of time and for whatever reason came particularly hard to me."""
text39340;"""I grew tired and sweaty almost immediately, even though I seemingly hadn't put in too much effort."""
text39341;"""How did Himitsu manage to run around with a mop and rag the whole day and never get tired (or at least not show it)?"""
text39342;"""Kagome turned out to be more prepared for housework."""
text39343;"""A restaurant must always be kept clean!"""
text39344;"""She said with pride, and I had no reason not to believe her."""
text39345;"""At some point, her grandfather attempted to help us, but Kagome strictly forbade it."""
text39346;"""His back wasn't good — he'd fall apart in the process, is what she said. <w>(I was sure he would, too.)"""
text39347;"""Something as simple as cleaning suddenly caused me to feel a surge of positive emotions."""
text39348;"""I was disgusted to admit it, but for a short time I began to feel not completely useless."""
text39349;"""Kagome also seemed happy — she clearly enjoyed anything she could do well."""
text39350;"""You're practically glowing, you know."""
text39351;"""Kagome was mopping the floor around the fridge, raised her head, and looked at me in surprise."""
text39352;"""Hopefully not because you've got an exposed wire somewhere here!"""
text39353;"""…"""
text39354;"""When we were finished, I was so exhausted that I just fell to the floor next to the kotatsu."""
text39355;"""Thanks for helping, Niko-san."""
text39356;"""No, thank you!"""
text39357;"""Well then, time for dinner."""
text39358;"""I noted, surprised that she still had energy to cook but didn't say anything out loud."""
text39359;"""Dinner was delicious, as always!"""
text39360;"""I didn't know whether I'd be able to learn to cook so quickly if I were in Kagome's shoes… <w>Probably not, to be honest."""
text39361;"""The vast majority of people tend to give up on things when they realize that <i>clever</i> hands aren't enough to handle them."""
text39362;"""It's also about the feedback — most people want immediate results and aren't willing to wait and bear the discomfort."""
text39363;"""I remembered my mother telling me about that, but if good advice could change a person's behavior, by now humanity would be colonizing the solar system instead of wasting time with pointless internal conflicts."""
text39364;"""Kagome-chan, your cooking is even better than usual. What did you add to the curry?"""
text39365;"""A bit of sweet pepper."""
text39366;"""Wonderful! I'll have to remember that."""
text39367;"""He turned to me and squinted slyly:"""
text39368;"""Niko-kun, you're a good influence on Kagome-chan."""
text39369;"""Grandfather!"""
text39370;"""…"""
text39371;"""I forced myself to wash the dishes, and then we just sat at the table, resting, while Moriyuki-san walked out to the yard and fell asleep there."""
text39372;"""The peaceful atmosphere at home was definitely making me comfortable, but, at the same time, seemed somehow unnatural."""
text39373;"""As if we were in the eye of the storm."""
text39374;"""Niko-san, are you worried about something?"""
text39375;"""Of course I am, aren't you?"""
text39376;"""I'm just trying to appreciate the moment while it's here."""
text39377;"""Good for you…"""
text39378;"""I wanted to add something to that, but suddenly someone knocked the door quietly."""
text39379;"""So quietly that I didn't even realize at first that the sound came from the hall."""
text39380;"""Did you hear that?"""
text39381;"""Yes…"""
text39382;"""I tensed up and waited — the knocking repeated, now louder."""
text39383;"""Are you expecting guests?"""
text39384;"""Yeah, throwing a party."""
text39385;"""I flung off, stood up, and walked to the front door."""
text39386;"""When had I last thought of Himitsu?"""
text39387;"""I couldn't remember, but she was our late guest."""
text39388;"""Niko-kun, good evening."""
text39389;"""Her forced politeness raised a red flag."""
text39390;"""Yeah, hi… Has something happened?"""
text39391;"""I turned around and happily noticed that Kagome had prudently decided to stay in the kitchen."""
text39392;"""That's what I want to ask you."""
text39393;"""What about me…?"""
text39394;"""I laughed stupidly and scratched my nape."""
text39395;"""Niko-kun, I know that Iwamura-senpai is living with you now."""
text39396;"""You do, huh?"""
text39397;"""All in all, that was to be expected — since Himitsu lived across the road, she'd sooner or later notice that the house got new tenants."""
text39398;"""Can I come in?"""
text39399;"""Yes, sure."""
text39400;"""In the kitchen, Himitsu greeted Kagome very formally:"""
text39401;"""Good evening, Iwamura-senpai."""
text39402;"""Good evening."""
text39403;"""The latter tried to hide her surprise as hard as she could, but I'd already learnt to recognize the shades of emotions on Kagome's face, so I quickly noticed that she wasn't too happy about my friend's late visit."""
text39404;"""You see, it just so happened that Iwamura's house burned down… So I'm letting her and her grandfather stay at my place until…"""
text39405;"""I looked at Kagome, seeking support, but she apparently wasn't too concerned about what Himitsu thought of the situation."""
text39406;"""Until they decide what to do next."""
text39407;"""Is that right, Iwamura-san?"""
text39408;"""That naming made Kagome pucker her lips tight, but she replied quite calmly:"""
text39409;"""Right, Niko-san."""
text39410;"""Niko-kun, if you need anything, I'm happy to help!"""
text39411;"""We have all we need, I think."""
text39412;"""My words sounded silly, the awkward silence becoming unbearable."""
text39413;"""It seemed that it'd taken Himitsu a lot of effort for to come here, but I simply had nothing to say to her right now."""
text39414;"""Yes, there was another girl in my house — and it wasn't even Catherine."""
text39415;"""Yes, my explanation sounded weird, and she probably took it as, at best, a half-truth."""
text39416;"""Iwamura-senpai, I'm sorry that your house burned down."""
text39417;"""Thank you."""
text39418;"""She replied begrudgingly."""
text39419;"""I've known Niko-kun my entire life — he might be unbearable at times, but he's generally a good person."""
text39420;"""Thanks for the compliment!"""
text39421;"""I'll try to remember that."""
text39422;"""Well, if you need anything, you know where to find me."""
text39423;"""Bye."""
text39424;"""Once Himitsu was gone, I felt relieved."""
text39425;"""What is your relationship with her?"""
text39426;"""With Himitsu?"""
text39427;"""I sniffed."""
text39428;"""We're just childhood friends."""
text39429;"""I see."""
text39430;"""She said slyly."""
text39431;"""What?"""
text39432;"""Nothing."""
text39433;"""Very nice of her to drop by and check on you. I'm just surprised she didn't do so earlier."""
text39434;"""Well, Himitsu… You see… I can't say it's easy for her to see…"""
text39435;"""…me in your house?"""
text39436;"""Kagome finished my thought."""
text39437;"""Well, yes, yes."""
text39438;"""Does she have feelings for you?"""
text39439;"""I sighed heavily and turned away — it was unbearable to look at her at that moment."""
text39440;"""I don't want to discuss my relationship with Himitsu right now. We're just friends."""
text39441;"""You feel guilty."""
text39442;"""I didn't know if it was a question or a statement."""
text39443;"""Why would I?"""
text39444;"""Because you also have feelings for her?"""
text39445;"""As I recall you're a future economics student, yet you're acting like an amateur psychologist!"""
text39446;"""Alright, sorry, it really isn't any of my business."""
text39447;"""Kagome smiled conciliatory."""
text39448;"""By the way, how is that foreign girl in our class doing?"""
text39449;"""Catherine? What about her?"""
text39450;"""Well…"""
text39451;"""She demonstratively rolled her eyes."""
text39452;"""Actually, I really didn't know how she was <i>doing</i>."""
text39453;"""Maybe she was on a date with Michael."""
text39454;"""Maybe she was even already in his bed…"""
text39455;"""Niko-san, you seem to be enjoying inexplicable popularity with the girls of our school."""
text39456;"""Oh, Catherine couldn't care less about me, believe me!"""
text39457;"""If you say so."""
text39458;"""She's already found a new suitor."""
text39459;"""I'm not insisting you tell me — it's just to keep the conversation going."""
text39460;"""I looked at Kagome: her pose as she sat on the chair was casual and relaxed, and her smile mysterious."""
text39461;"""One could imagine that she was a more experienced older sister, about to give me advice on how to talk to women."""
text39462;"""You know what, Iwamura-san, I can deal with all that myself!"""
text39463;"""I hope you haven't left a spot for me in your harem?"""
text39464;"""What the…?"""
text39465;"""I'm very grateful for your help, Niko-san, but not that grateful."""
text39466;"""Yeah, whatever."""
text39467;"""Kagome's jokes stung more than they should have."""
text39468;"""You're so serious today, Niko-san."""
text39469;"""One of us has to be."""
text39470;"""I guess."""
text39471;"""…"""
text39472;"""I spent the rest of the evening with a book in my hands and no idea what Kagome did."""
text39473;"""When I walked to their room to say goodnight, the lights were already off."""
text39474;"""Another crazy day was over — I only had to get in bed and close my eyes."""
text39475;"""Yet, I was tortured by the feeling of something left unsaid or undone — as if I'd had to leave a theater in the middle of a performance."""
text39476;"""Ellie, her grandfather, Irina, Kagome, <i>her</i> grandfather, Himitsu, Catherine…"""
text39477;"""All the actors had stayed to finish the play, the finale of which I was destined not to see."""
