text33506;"""That's how my story ended…"""
text33902;"""But most likely there was a different reason that was sitting deep inside and that I couldn't quite comprehend myself."""
text33903;"""Like the instinctive fear of the unknown: it's better be <i>like this</i> here, where I know everything, than to go <i>there</i>, where I know nothing."""
text33904;"""And most importantly, I never, not even for a second, allowed myself to think that I would be able to love anyone but Himitsu."""
text33905;"""Well, so be it: our story may have ended, I may have lost faith, and life may have proved the needlessness of hope, but in a different world — not necessarily better, but a <i>different</i> one — it was snowing, not raining so wretchedly, and a different Niko-kun was making a snowman with a different Himitsu!"""
text33906;"""But the choice was made, and even if I would regret it, that would come later, after I had endured this torturous waiting."""
text33907;"""The cramped room seemed to have become even more so, the silence broken only by the monotonous sound of the fan, only a grey wall visible behind the small window."""
text33908;"""How often do we regret what we haven't done in life or have done wrongly, the people we have lost?"""
text33909;"""I saw no escape — Mrs Winters' promises sounded like empty words, this entire situation resembled a silly game."""
text33910;"""Finally, a key turned in the keyhole quietly, the door opened, and in the doorway stood…"""
text33911;"""Ito."""
text33912;"""I was tired of being surprised, but I still didn't expect to see him of all people here!"""
text33913;"""Nikolai, we have five minutes to get you out of here."""
text33914;"""He threw me a bag that I caught on reflex."""
text33915;"""Change into this."""
text33916;"""Inside was a blue uniform, like the ones mailmen wear."""
text33917;"""What does this mean?"""
text33918;"""You either ask me questions or we run!"""
text33919;"""Himitsu?"""
text33920;"""I asked briefly, clenching the bag in my hands."""
text33921;"""She's fine — I've taken care of it. Now we have to get you out of this building!"""
text33922;"""Why are you helping me?"""
text33923;"""I probably shouldn't have argued with Ito."""
text33924;"""I had to either trust him or wait for Mrs Winters' return."""
text33925;"""The second option looked idiotic no matter what."""
text33926;"""Of course, that woman didn't lack for cunning, sure, but I found it impossible to believe that she had planned this too. <w>Why would she?"""
text33927;"""Do you want to stay here?"""
text33928;"""Just yesterday I wouldn't have believed a single world of his, but at that moment, what difference did it make who exactly was offering me salvation?"""
text33929;"""At least Ito would take me out of this room — and that was better than remaining imprisoned by the CIA."""
text33930;"""Besides, I'd rejected Catherine's mother's <i>offer</i>, so the only sensible response I could expect from them was a bullet to the head."""
text33931;"""Just so you know, I still think you're a terrible person!"""
text33932;"""<note=note159>You may call me even a pot, just don't put me into the oven!</note>"""
text33933;"""He said in Russian, which made me smile despite myself."""
text33934;"""…"""
text33935;"""We walked down dark corridors to an underground garage and then outside."""
text33936;"""The bright daylight blinded me and I couldn't quite figure out where I was right away."""
text33937;"""We stopped — it was the square near the Kobayashi Corporation building. <w>That was, actually, no surprise."""
text33938;"""This seems too easy…"""
text33939;"""Was this another trick?"""
text33940;"""Nobody thought you would run away."""
text33941;"""If they have such a low opinion of me, why do <i>you</i> need me?"""
text33942;"""After you refused to do what Winters needed you to, I realized you really do love Himitsu."""
text33943;"""What's the connection here?"""
text33944;"""I really didn't understand."""
text33945;"""The resulting investigation would have obviously effected me and, consequently, Himitsu. In the best case, I'd only lose my job, but in the worst case…"""
text33946;"""He sighed and shifted his gaze to the sky — to where it was pierced by the spike of the Kobayashi Corporation building."""
text33947;"""Of course, she promised me that everything would be fine, that our safety is guaranteed…"""
text33948;"""What will happen to you now?"""
text33949;"""Don't worry. I've been in the field for a while, I know how to take care of myself. And you will have to take care of my daughter. Can you promise me that you will?"""
text33950;"""Of course!"""
text33951;"""I said in too serious a voice."""
text33952;"""Everything was changing too quickly, in particular what I thought of this man."""
text33953;"""In the end, Ito had been doing everything for Himitsu's safety."""
text33954;"""I've already contacted the KGB — they'll pick you up at the place we agreed on."""
text33955;"""He looked at his watch again."""
text33956;"""They'll realize you're gone soon, we have to go."""
text33957;"""…"""
text33958;"""We took a taxi to the suburbs of Tokyo."""
text33959;"""On the way there, Ito told me that many years ago he was assigned to spy on Soviet engineers who had fled to Japan."""
text33960;"""They were working on a secret project for Kobayashi Corporation, but soon were suspected of spying for the USSR."""
text33961;"""Double agents — I guess that's what it's called?"""
text33962;"""The Corporation wasn't the only party participating in the Project, there were also Americans and at their head, Sheryl Winters."""
text33963;"""Ito himself was, mostly, just a small fry, a support agent from the government."""
text33964;"""He knew neither about the true goal of the Project, nor the part my parents had worked on."""
text33965;"""He also had nothing to do with their death."""
text33966;"""According to him, that is…"""
text33967;"""But now I had far fewer reasons to doubt his words."""
text33968;"""When we arrived, I had to deal with Irina's snarky smile, and then finally saw Himitsu."""
text33969;"""It felt as if we had parted at least a year ago."""
text33970;"""She was alright."""
text33971;"""For a long time she was saying her goodbyes to her father, crying, not wanting to leave."""
text33972;"""I gave him a firm handshake, realizing that it was unlikely we would ever see each other again."""
text33973;"""The Americans may have thought me a simple high school kid before, but now to them I would become an enemy of the state."""
text33974;"""When we were put on a Soviet cargo ship in the port, Himitsu was no longer so enthusiastic about the USSR."""
text33975;"""The cabin where you could barely stand at full height, the rocking, and the terrible food — it probably wasn't her idea of a <i>spy's</i> life."""
text33976;"""Meanwhile, I wasn't worried about any of that at all — I was happy that I had finally managed to escape the endless cycle of paranoia and anxious expectation of danger."""
text33977;"""Besides, something finally filled the empty spot in my heart — the one that had appeared after my parents' death and my breakup with Catherine."""
text33978;"""Their place was taken by my love for Himitsu — a feeling that brought some meaning to my existence again."""
text33979;"""So what if many difficulties and hardships lay ahead of us?"""
text33980;"""So what if we would need to adapt to another country and lifestyle?"""
text33981;"""Those really are <i>trifles</i> so long as you're with the person you love!"""
text33982;"""Of course, I wanted Himitsu to think the same…"""
text33983;"""However, her knowledge of Russian helped to somewhat mitigate the significant difference in cultures, especially in the beginning."""
text33984;"""Despite the accent, she didn't stand out much in terms of her looks — and that helped us look like any normal young Soviet family."""
text33985;"""We were put up in a town in the central part of the country, but were allowed to meet with our relatives."""
text33986;"""Himitsu met her mother for the first time in a long while, and, as always, spent a lot of time crying."""
text33987;"""The one bedroom apartment and the realities of Soviet daily life were quite different from my childhood memories."""
text33988;"""The two-hundred-and-forty centimeter tall ceilings and the kitchen of four square metres were probably the height of dreams for most of the proletariat, but to me at first it seemed to be a parody of a real home, like a dollhouse."""
text33989;"""Our handlers from the KGB insisted we had to blend in completely, and I would have even pitied the <i>normal</i> Soviet citizen, if I hadn't become one!"""
text33990;"""Of course, there were also positives."""
text33991;"""To me personally, the people seemed more sincere and honest than the Japanese, and more hospitable once you got to know them better."""
text33992;"""Himitsu, on the other hand, just couldn't come to understand that her usual politeness was excessive there."""
text33993;"""We were given high school diplomas and allocated jobs — I became an assistant miller at a factory, while Himitsu got the position of shopkeeper at a bakery."""
text33994;"""At first, she protested vehemently, insisting she wanted do further study, but it was too dangerous. <w>At least that's what they said."""
text33995;"""But, they also assured us that in five years we would be free to lead our own lives, without the control of the state security service."""
text33996;"""Of course, given my experience with Irina, I didn't exactly believe that, but five years is a long time."""
text33997;"""Anything could happen to me and to the country in general!"""
text33998;"""Just a month ago I sincerely believed that I would spend my entire life in that old Tokyo home."""
text33999;"""A week ago I wasn't even sure I would stay alive for any significant length of time."""
text34000;"""And today I wasn't only alive and healthy, but also with the girl I loved..."""
text34001;"""Why can't most people believe in miracles, even when they happen before their very eyes?"""
text34002;"""The reason for it is our habit of searching for a logical explanation for anything that happens to us."""
text34003;"""A hundred or two hundred years ago, we lived with gods and demons, spirits of our ancestors and pantheistic entities."""
text34004;"""Today our world has expanded significantly — to neighboring planets and stars, other galaxies and parallel universes, but the internal world of each individual has shriveled incredibly."""
text34005;"""We were left alone with ourselves and the endless void of space."""
text34006;"""Where do you find room for something magical in it?"""
text34007;"""That is how it seemed to me, magical, that we were sitting in the kitchen and drinking tea as if that's how it was always meant to be!"""
text34008;"""In a Soviet kitchen, thousands of kilometres away from Japan."""
text34009;"""In a Soviet kitchen, after work in a Soviet factory."""
text34010;"""In a Soviet apartment, with real entresols!"""
text34011;"""In a Soviet apartment, where in a cabinet made out of Soviet chipboard our new, still smelling of ink, Soviet passports lay."""
text34012;"""But still with the girl I'd known my entire life. <w>Or was she a different one…?"""
text34013;"""What are you thinking about?"""
text34014;"""Himitsu asked me with a smile."""
text34015;"""I just can't believe it's all real. It's as if an alarm is about to go off and I'll wake up."""
text34016;"""And then have to go to school…"""
text34017;"""She laughed, as genuinely as ever but in a more adult way now — laughter that had no place for naivety."""
text34018;"""You're probably happy they didn't make us finish our studies?"""
text34019;"""Of course I am! Like I need any more of that bliss in my life! And anyway…"""
text34020;"""Himitsu was getting more and more used to her new life with each passing day, having met all the neighbors and even made a very good impression on the local old ladies."""
text34021;"""Unlike me — I was immediately labeled as a weirdo here as well."""
text34022;"""Apparently, that was my destiny…"""
text34023;"""…and then Tanya said: \""I..."""
text34024;"""She was telling me about what had happened at work."""
text34025;"""I couldn't stop being surprised by how much happiness she could find in absolutely mundane things."""
text34026;"""Don't you miss it?"""
text34027;"""I'd never asked her that question before, probably because I was scared of how she might react."""
text34028;"""Do I miss what?"""
text34029;"""Japan."""
text34030;"""Himitsu took some time to reply."""
text34031;"""Of course I do, how can't I? But my home is here now, with you."""
text34032;"""Well… uh…"""
text34033;"""I grew embarrassed."""
text34034;"""Niko-kun, do you still feel guilty?"""
text34035;"""Hey, we talked about that!"""
text34036;"""Honorific suffixes are alien to the Russian language and just confuse the people who speak it."""
text34037;"""But nobody can hear us here!"""
text34038;"""Are you sure about that?"""
text34039;"""I demonstratively looked around the kitchen."""
text34040;"""The walls have ears too!"""
text34041;"""I said in a stage whisper."""
text34042;"""Let them listen!"""
text34043;"""We had nothing to hide, and I was genuinely glad about that."""
text34044;"""So what do you want me to call you then?"""
text34045;"""What... what everyone does! Kolya!"""
text34046;"""I blurted out without a second thought."""
text34047;"""Fine, Kolya…"""
text34048;"""Coming from her, it sounded completely wrong!"""
text34049;"""Alright, let's think about this harder!"""
text34050;"""She took a sip of her tea and frowned:"""
text34051;"""You're always like this… No matter what happens in the country, one thing is consistent — Niko-kun's tomfoolery!"""
text34052;"""Where did you even learn a word like that?"""
text34053;"""I got a library card!"""
text34054;"""Himitsu fired back in good nature."""
text34055;"""Do they have manga there?"""
text34056;"""I don't know. Go and take a look. And if you don't find any, borrow something more intellectual."""
text34057;"""More intellectual than manga?!"""
text34058;"""She sighed and said in a totally different tone, as if daydreaming:"""
text34059;"""One day I will meet my prince…"""
text34060;"""Vasya from the axle bearing production line!"""
text34061;"""I remarked immediately."""
text34062;"""…and we will create a social square…"""
text34063;"""A social unit."""
text34064;"""I corrected her in the same swift fashion."""
text34065;"""…a social unit."""
text34066;"""It wasn't the first time Himitsu had hinted at marriage."""
text34067;"""<note=note157>But marriage can be faulty, too, as they said at our factory!</note>"""
text34068;"""Although our handlers from the KGB were on her side."""
text34069;"""Cohabitation wasn't a crime in Soviet Union, but it was frowned upon."""
text34070;"""And I knew that the time would come sooner or later."""
text34071;"""Who shall we take as witnesses?"""
text34072;"""It's really a strange word you know. Like in, well..."""
text34073;"""A murder?"""
text34074;"""I chimed in."""
text34075;"""Yes! Just like those at a crime scene!"""
text34076;"""Some people actually see us as criminals..."""
text34077;"""Himitsu lowered her eyes."""
text34078;"""In the US and Japan."""
text34079;"""I finished nonetheless."""
text34080;"""Not only us."""
text34081;"""You mean your dad...? I'm sure he's doing alright!"""
text34082;"""But that didn't sound very reassuring."""
text34083;"""He's a professional, after all! Wait a year or two — he'll definitely contact us. Maybe he'll even babysit his grandchildren!"""
text34084;"""G-grandchildren?!"""
text34085;"""Himitsu blushed."""
text34086;"""Well, he would have to one day…"""
text34087;"""I averted my gaze, as if embarrassed by something."""
text34088;"""You've thought about it yourself! Don't tell me that… We've been living together for… And you…"""
text34089;"""I was rambling, unable to even finish my sentences, trying to justify myself."""
text34090;"""Mhm"""
text34091;"""Himitsu just mumbled vaguely in response."""
text34092;"""So…"""
text34093;"""Yes…"""
text34094;"""Children were indeed something I hadn't yet thought about."""
text34095;"""Did I want them? <w>In reality, not just hypothetically?"""
text34096;"""Of course, our income and living conditions weren't quite favorable to a bundle of joy, but if we thought like that we'd wait all the way to retirement!"""
text34097;"""They weren't good, yes — but they could become better tomorrow."""
text34098;"""I still want to become a teacher."""
text34099;"""Himitsu changed the subject."""
text34100;"""A primary school one, at least."""
text34101;"""Why not a Russian teacher?"""
text34102;"""Because."""
text34103;"""She smiled and again it occurred to me that Himitsu seemed to have become older."""
text34104;"""Not so much in appearance as in the impression she made on those around her."""
text34105;"""Her facial expression, movements, gestures, and a new, serious gleam in her eyes."""
text34106;"""Not to even mention how easily she had adapted to this alien environment."""
text34107;"""I was finding it much harder and mostly endured thanks to a new feeling I had discovered — this strong and confident love."""
text34108;"""But I want a boy!"""
text34109;"""Can't make one on order."""
text34110;"""She grunted."""
text34111;"""And then a girl, maybe…"""
text34112;"""I'm not an incubator!"""
text34113;"""I always thought you wanted a big family."""
text34114;"""I do…"""
text34115;"""We had to either change the subject or immediately make love to each other."""
text34116;"""However, I was too tired after my shift, so I decided not to prolong the awkward pause:"""
text34117;"""Well, then you'll have to change your surname."""
text34118;"""What do you mean?"""
text34119;"""After the wedding."""
text34120;"""Ah, yeah…"""
text34121;"""She said, as if she didn't understand what this was about."""
text34122;"""I'm quite happy with your new one."""
text34123;"""Following the KGB's <i>recommendation</i>, I had to change my surname — so I took my mother's maiden name, which was logical."""
text34124;"""Thank God."""
text34125;"""I sighed and took a sip of my camomile tea, by now cold."""
text34126;"""Niko-kun…"""
text34127;"""She said to me, somewhat hesitantly."""
text34128;"""What?"""
text34129;"""If it's a boy, what will we name him...?"""
text34130;"""..."""
